,QuestionID,Question,DocumentID,DocumentTitle,SentenceID,Sentence,Label
,,Was Rockwell also commissioned to illustrate over 40 books including Tom Sawyer as well as Huckleberry Finn?,,,,Rockwell was also commissioned to illustrate over 40 books including Tom Sawyer and Huckleberry Finn.,
,,Is the octopus a cephalopod?,,,,"Yes, the octopus is a cephalopod.",
,,Is the octopus a cephalopod?,,,,"Yes, the octopus is a cephalopod.",
,,Does the octopus have two eyes?,,,,"Yes, the octopus has two eyes.",
,,Does the octopus have two eyes?,,,,"Yes, the octopus has two eyes.",
,,Does the octopus have a hard beak?,,,,"Yes, the octopus has a hard beak.",
,,Does the octopus have a hard beak?,,,,"Yes, the octopus has a hard beak.",
,,Where is the mouth of an octopus?,,,,The mouth of an octopus is at the center point of the arms.,
,,Where is the mouth of an octopus?,,,,The octopus' mouth is at the center point of the arms.,
,,Around how many recognized octopus species are there?,,,,There are around 300 recognized octopus species.,
,,Around how many recognized octopus species are there?,,,,There are around 300 recognized octopus species.,
,,How many arms does an octopus have?,,,,An octopus has four pairs of arms.,
,,How many arms does an octopus have?,,,,The octopus has four pairs of arms.,
,,What is the range of lifespans of the octopus?,,,,Octopuses can live from six months to five years.,
,,What is the range of lifespans of the octopus?,,,,The octopus has a short lifespan.,
,,What is an example of something an octopus learned in a research experiment?,,,,"In research experiments, octopus can be trained to distinguish between different shapes and patterns.",
,,What is an example of something an octopus learned in a research experiment?,,,,An octopus learned to solve mazes.,
,,How can an octopus defend against predators?,,,,"To defend against predators, an octopus can hide, flee quickly, expel ink, or use color-changing camouflage.",
,,How can an octopus defend against predators?,,,,"They can hide, flee, expel ink, or use camouflage.",
,,Do the octopuses in the less familiar Cirrina suborder have two fins and an internal shell?,,,,"Yes, the octopuses in the less familiar Cirrina suborder have two fins and an internal shell.",
,,Do octopuses have two eyes and four pairs of arms?,,,,"Yes, octopuses have two eyes and four pairs of arms.",
,,What happened in 1968 through 1971?,,,,"Devoting his full energies to his work, Picasso became more daring, his works more colorful and expressive, and from 1968 through 1971",
,,What happened in 1838?,,,,Don José Ruiz y Blasco was born,
,,"Who was not long in finding another lover, Jacqueline Roque?",,,,Picasso.,
,,Give an example of the most comprehensive records extant of any major artists beginnings. ,,,,Museu Picasso,
,,What is the middle pedal called on grand pianos?,,,,the sostenuto pedal.,
,,What is the middle pedal called on grand pianos?,,,,sostenuto pedal,
,,What is the sustain pedal called?,,,,The pedal,
,,What is the sustain pedal called?,,,,damper pedal,
,,Where is Irving Berlin's piano located?,,,,In the Smithsonian Museum.,
,,Where is Irving Berlin's piano located?,,,,in the Smithsonian Museum,
,,What kind of piano did Irving Berlin play?,,,,The transposing piano.,
,,What kind of piano did Irving Berlin play?,,,,transposing piano,
,,Is the left-most pedal on a grand piano called the una corda?,,,,"Yes, the left-most pedal on a grand piano is called the una corda.",
,,Is it advantageous for a grand piano's metal plate to be quite massive?,,,,It is advantageous for the plate to be quite massive.,
,,Is the mechanism in an upright piano perpendicular to its keys?,,,,The mechanism in upright pianos is perpendicular to the keys.,
,,About how tall is a typical studio piano?,,,,Studio pianos are around 42 to 45 inches tall.,
,,About how tall is a typical studio piano?,,,,Studio pianos are around 42 to 45 inches tall.,
,,What are a piano's keys generally made of?,,,,Piano keys are generally made of spruce or basswood.,
,,What are a piano's keys generally made of?,,,,Piano keys are generally made of spruce or basswood.,
,,How many total keys does a typical modern piano have?,,,,88 keys.,
,,How many total keys does a typical modern piano have?,,,,A modern piano has 88 keys.,
,,Why are upright pianos more compact?,,,,Upright pianos are more compact because the frame and strings are vertical.,
,,Why are upright pianos more compact?,,,,Upright pianos are more compact because the frame and strings are vertical.,
,,Do older pianos have more keys than modern pianos?,,,,Many older pianos only have 85 keys.,
,,What are the names of a piano's pedals?,,,,"Piano pedals from left to right: una corda, sostenuto, and damper.",
,,What are the names of a piano's pedals?,,,,"The names of a piano's pedals are una corda, sostenuto, and damper.",
,,"What happened in the January 15, 1882?",,,,"On January 15, 1882 Renoir met the composer Richard Wagner at his home in Palermo, Sicily.",
,,What happened in 1887?,,,,"In 1887, a year when Queen Victoria celebrated her Golden Jubilee, and upon the request of the queen's associate, Phillip Richbourg, he donated several paintings to the ""French Impressionist Paintings"" catalog as a token of his loyalty.",
,,Have two of Renoirs paintings sold for more than US0 million?,,,,Yes (any painting sells for more than $0 million though...),
,,Is Portuguese an official language of Andorra?,,,,"No, Portuguese is not an official language of Andorra.",
,,Does the Portuguese language have its roots in the Latin language?,,,,"Yes, Portuguese is derived from Latin.",
,,Does Portuguese contain words from the Arabic language?,,,,"Yes, Portuguese contains words from the Arabic language.",
,,Where are there small Portuguese-speaking communities?,,,,Former overseas colonies of Portugal such as Macau and East Timor ,
,,Where are there small Portuguese-speaking communities?,,,,There are small Portuguese-speaking communities in Macau and East Timor.,
,,What are the two main groups of Portuguese dialects?,,,,Those of Brazil and those of the Old World,
,,What are the two main groups of Portuguese dialects?,,,,The two main groups of dialects are Brazil and the Old World.,
,,What event marked the end of the Old Portuguese period?,,,,The publication of the Cancioneiro Geral by Garcia de Resende in 1516,
,,What event marked the end of the Old Portuguese period?,,,,The end of the Old Portuguese period was marked by the publication of the Cancioneiro Geral by Garcia de Resende.,
,,Which government established Portuguese as it's third official language in order to meet the requirements to apply for full membership in the CPLP?,,,,Equatorial Guinea,
,,Which government established Portuguese as it's third official language in order to meet the requirements to apply for full membership in the CPLP?,,,,The government of Equatorial Guinea established Portuguese as its third official language in order to meet the requirements to apply for full membership in the CPLP.,
,,"By 2050, what will the total population of Portuguese speakers in the world be?",,,,335 million people,
,,"By 2050, what will the total population of Portuguese speakers in the world be?",,,,"By 2050, Portuguese-speaking countries will have a total population of 335 million people.",
,,In which country is Portuguese the co-official language with Cantonese Chinese?,,,,Macau,
,,In which country is Portuguese the co-official language with Cantonese Chinese?,,,,Portuguese is the co-official language with Cantonese Chinese in Macau.,
,,"(where French has a similar phenomenon, with alveolar affricates instead of postalveolars?",,,,Quebec.,
,,"Give an example of the official languages of the special administrative region of Macau and East Timor, . ",,,,Portuguese,
,,What were some other names of the city?,,,,"Petrograd, Leningrad, and Piter",
,,What were some other names of the city?,,,,Petrograd and Leningrad.,
,,What festival features fireworks  celebrating the end of the school year?,,,,The White Nights Festival in Saint Petersburg,
,,What festival features fireworks  celebrating the end of the school year?,,,,The White Nights Festival.,
,,Where do most people in urban Saint Petersburg live?,,,,apartments,
,,Where do most people in urban Saint Petersburg live?,,,,Apartments.,
,,What was made in Russia's largest foundry?,,,,thousands of sculptures and statues,
,,What was made in Russia's largest foundry?,,,,Thousands of sculptures and statues.,
,,When did the crime level become higher?,,,,After the October revolution.,
,,How to travel to work from the city to Moscow?,,,,railway,
,,How to travel to work from the city to Moscow?,,,,One way is through the Moscow-Saint Petersburg Railway.,
,,Who laid down the Peter and Paul Fortress?,,,,Peter the Great ,
,,When was the 7th symphony premiered?,,,,1942,
,,"Give an example of the largest stadiums anywhere in the world, and the home to FC Zenit St. Petersburg in 1950-1993 and 1995.",,,,"Kirov Stadium (now demolished) was one of the largest stadiums anywhere in the world, and the home to FC Zenit St. Petersburg in 1950-1993 and 1995.",
,,Give an example of the best known symphony orchestras in the world under the leadership of conductors Yevgeny Mravinsky and Yuri Temirkanov. ,,,,The Leningrad Philharmonic Orchestra,
,,"Give an example of the longest, most destructive, and most lethal sieges of major cities in modern history. ",,,,The Siege of Leningrad,
,,Is the standard of living in San Franciscio high?,,,,"Yes, San Francisco is characterized by a high standard of living.",
,,Does San Francisco have a high percentage of gay and lesbian individuals?,,,,"Yes, according to the 2005 American Community Survey, San Francisco has the highest percentage of gay and lesbian individuals of any of the 50 largest U.S. cities, at 15.4%.",
,,Is San Franscico a popular tourist destination?,,,,Yes. San Francisco is a popular international tourist destination.,
,,How large is the population of San Francisco?,,,,"The estimated population of San Francisco in the year 2008 was 808,976.",
,,How large is the population of San Francisco?,,,,"San Francisco has an estimated population of 808,976.",
,,How many state parks are in San Francisco?,,,,There is only one park managed by the California State Park system: Candlestick Point.,
